customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
2701;22;Female;T-shirt;Clothing;California;XL;Olive;Winter;3,2;average_rated;No;Standard;No;Cash;Weekly;young;68;36;104;;7;loyal
2702;49;Female;Sweater;Clothing;Idaho;L;Silver;Summer;2,8;poorly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;mid_adult;30;18;48;;14;loyal
2703;70;Female;Shoes;Footwear;Texas;L;Gray;Fall;4;highly_rated;No;Next Day Air;No;Debit Card;Fortnightly;senior;37;39;76;;14;loyal
2704;56;Female;Scarf;Accessories;Tennessee;XL;Olive;Winter;4,4;highly_rated;No;Free Shipping;No;PayPal;Weekly;senior;42;34;76;;7;loyal
2705;52;Female;Dress;Clothing;Tennessee;L;Beige;Spring;3,4;average_rated;No;Next Day Air;No;Debit Card;Weekly;senior;54;35;89;;7;loyal
2706;65;Female;Jacket;Outerwear;Washington;S;Turquoise;Spring;5;top_rated;No;Store Pickup;No;Credit Card;Bi-Weekly;senior;81;1;82;;14;loyal
2707;24;Female;Shoes;Footwear;Alabama;S;Blue;Spring;3,1;average_rated;No;Express;No;Debit Card;Quarterly;young;40;48;88;;90;returning
2708;32;Female;Backpack;Accessories;Nebraska;M;Pink;Fall;4,2;highly_rated;No;Standard;No;Cash;Weekly;early_adult;88;19;107;;7;loyal
2709;57;Female;Dress;Clothing;Alabama;M;Teal;Summer;3,3;average_rated;No;Store Pickup;No;Debit Card;Weekly;senior;94;44;138;;7;loyal
2710;35;Female;Shirt;Clothing;Illinois;S;Cyan;Winter;2,9;poorly_rated;No;Standard;No;Credit Card;Bi-Weekly;early_adult;54;9;63;;14;loyal
2711;69;Female;Jacket;Outerwear;Wisconsin;L;Purple;Summer;4,7;top_rated;No;Standard;No;Bank Transfer;Fortnightly;senior;51;3;54;;14;loyal
2712;30;Female;Sunglasses;Accessories;Nebraska;L;Red;Spring;4;highly_rated;No;Standard;No;Venmo;Monthly;early_adult;22;50;72;;30;loyal
2713;37;Female;Jacket;Outerwear;North Dakota;L;Brown;Fall;4,6;top_rated;No;Standard;No;Debit Card;Quarterly;mid_adult;95;7;102;;90;returning
2714;19;Female;Coat;Outerwear;Mississippi;M;Magenta;Fall;3,8;average_rated;No;2-Day Shipping;No;Debit Card;Annually;young;57;20;77;;365;new
2715;53;Female;Sweater;Clothing;Iowa;S;Olive;Winter;3,6;average_rated;No;Store Pickup;No;Credit Card;Bi-Weekly;senior;45;16;61;;14;loyal
2716;25;Female;Sneakers;Footwear;Mississippi;XL;Pink;Winter;4,1;highly_rated;No;Express;No;PayPal;Fortnightly;young;92;29;121;;14;loyal
2717;47;Female;Shoes;Footwear;Colorado;L;Black;Spring;2,7;poorly_rated;No;Store Pickup;No;Debit Card;Weekly;mid_adult;40;21;61;;7;loyal
2718;18;Female;Sunglasses;Accessories;Nebraska;XL;Beige;Winter;4,3;highly_rated;No;Free Shipping;No;Credit Card;Every 3 Months;young;62;19;81;;90;returning
2719;22;Female;Shorts;Clothing;Virginia;M;Peach;Winter;4,9;top_rated;No;Next Day Air;No;Venmo;Bi-Weekly;young;90;10;100;;14;loyal
2720;69;Female;Hoodie;Clothing;Louisiana;S;Peach;Fall;4,2;highly_rated;No;Free Shipping;No;Bank Transfer;Monthly;senior;82;4;86;;30;loyal
2721;55;Female;Scarf;Accessories;Maryland;M;Peach;Spring;2,8;poorly_rated;No;Store Pickup;No;Bank Transfer;Quarterly;senior;52;45;97;;90;returning
2722;19;Female;Sandals;Footwear;Minnesota;S;Teal;Spring;4,9;top_rated;No;Free Shipping;No;PayPal;Fortnightly;young;70;17;87;;14;loyal
2723;23;Female;Hat;Accessories;Maine;M;Green;Spring;2,8;poorly_rated;No;2-Day Shipping;No;PayPal;Fortnightly;young;83;22;105;;14;loyal
2724;54;Female;Shoes;Footwear;Texas;XL;Brown;Summer;2,9;poorly_rated;No;Store Pickup;No;PayPal;Every 3 Months;senior;49;3;52;;90;returning
2725;52;Female;Sneakers;Footwear;Missouri;M;Brown;Spring;2,5;poorly_rated;No;Next Day Air;No;Debit Card;Fortnightly;senior;91;11;102;;14;loyal
2726;64;Female;Backpack;Accessories;Mississippi;S;Violet;Summer;2,7;poorly_rated;No;Free Shipping;No;Debit Card;Annually;senior;99;4;103;;365;new
2727;33;Female;Belt;Accessories;Michigan;L;Blue;Winter;3,3;average_rated;No;Free Shipping;No;PayPal;Bi-Weekly;early_adult;92;11;103;;14;loyal
2728;40;Female;Shirt;Clothing;Colorado;L;Charcoal;Winter;3,7;average_rated;No;2-Day Shipping;No;Credit Card;Fortnightly;mid_adult;87;47;134;;14;loyal
2729;26;Female;Skirt;Clothing;Florida;M;Pink;Winter;4;highly_rated;No;Express;No;Debit Card;Weekly;early_adult;28;17;45;;7;loyal
2730;31;Female;Gloves;Accessories;Montana;S;Violet;Summer;4,1;highly_rated;No;Free Shipping;No;Credit Card;Monthly;early_adult;71;32;103;;30;loyal
2731;23;Female;Gloves;Accessories;Wisconsin;M;Teal;Winter;4,1;highly_rated;No;Store Pickup;No;Bank Transfer;Annually;young;32;37;69;;365;new
2732;52;Female;Handbag;Accessories;Wisconsin;M;Red;Summer;2,5;poorly_rated;No;2-Day Shipping;No;Bank Transfer;Quarterly;senior;33;44;77;;90;returning
2733;21;Female;Socks;Clothing;Delaware;L;Orange;Winter;4,2;highly_rated;No;Store Pickup;No;Debit Card;Every 3 Months;young;75;27;102;;90;returning
2734;31;Female;Backpack;Accessories;North Carolina;M;Magenta;Summer;4,7;top_rated;No;Express;No;PayPal;Annually;early_adult;83;46;129;;365;new
2735;63;Female;Jeans;Clothing;New York;XL;Yellow;Summer;2,7;poorly_rated;No;2-Day Shipping;No;Cash;Bi-Weekly;senior;93;13;106;;14;loyal
2736;46;Female;Skirt;Clothing;California;M;Yellow;Spring;3;average_rated;No;Express;No;PayPal;Bi-Weekly;mid_adult;29;2;31;;14;loyal
2737;44;Female;Hoodie;Clothing;Montana;M;Pink;Spring;4,8;top_rated;No;Store Pickup;No;Credit Card;Annually;mid_adult;25;45;70;;365;new
2738;57;Female;Jewelry;Accessories;North Carolina;S;Indigo;Spring;4,4;highly_rated;No;Free Shipping;No;Cash;Every 3 Months;senior;76;35;111;;90;returning
2739;50;Female;Sneakers;Footwear;Ohio;M;Charcoal;Summer;4,3;highly_rated;No;2-Day Shipping;No;Venmo;Every 3 Months;mid_adult;81;39;120;;90;returning
2740;33;Female;Shirt;Clothing;Alaska;XL;Blue;Winter;2,5;poorly_rated;No;Store Pickup;No;Credit Card;Every 3 Months;early_adult;80;39;119;;90;returning
2741;19;Female;Sunglasses;Accessories;Pennsylvania;M;Lavender;Summer;4,9;top_rated;No;Free Shipping;No;Bank Transfer;Fortnightly;young;70;34;104;;14;loyal
2742;68;Female;Dress;Clothing;Maine;L;Yellow;Fall;4,9;top_rated;No;2-Day Shipping;No;Venmo;Monthly;senior;81;41;122;;30;loyal
2743;27;Female;Shoes;Footwear;Texas;M;Black;Spring;3,9;average_rated;No;Free Shipping;No;Debit Card;Annually;early_adult;86;47;133;;365;new
2744;61;Female;Belt;Accessories;New Jersey;S;Beige;Fall;4,1;highly_rated;No;2-Day Shipping;No;Venmo;Quarterly;senior;94;17;111;;90;returning
2745;38;Female;Shirt;Clothing;Wyoming;M;Silver;Winter;3,3;average_rated;No;Store Pickup;No;Credit Card;Monthly;mid_adult;66;40;106;;30;loyal
2746;28;Female;Boots;Footwear;Michigan;M;Magenta;Summer;4,1;highly_rated;No;Standard;No;PayPal;Bi-Weekly;early_adult;98;44;142;;14;loyal
2747;39;Female;Hoodie;Clothing;Ohio;M;Orange;Fall;3,7;average_rated;No;Standard;No;PayPal;Every 3 Months;mid_adult;25;21;46;;90;returning
2748;18;Female;Jeans;Clothing;West Virginia;M;Teal;Winter;3,1;average_rated;No;Free Shipping;No;Credit Card;Every 3 Months;young;62;21;83;;90;returning
2749;24;Female;Jacket;Outerwear;Virginia;L;Turquoise;Spring;3;average_rated;No;Free Shipping;No;Venmo;Annually;young;98;16;114;;365;new
2750;64;Female;Jacket;Outerwear;Vermont;M;Cyan;Spring;3,4;average_rated;No;Standard;No;Bank Transfer;Annually;senior;53;15;68;;365;new
2751;51;Female;Sandals;Footwear;Alaska;L;Pink;Spring;2,7;poorly_rated;No;2-Day Shipping;No;PayPal;Every 3 Months;senior;66;26;92;;90;returning
2752;27;Female;Dress;Clothing;Minnesota;S;Indigo;Fall;3,1;average_rated;No;Free Shipping;No;Venmo;Monthly;early_adult;52;50;102;;30;loyal
2753;48;Female;Sweater;Clothing;Colorado;S;Peach;Winter;4;highly_rated;No;Free Shipping;No;Venmo;Bi-Weekly;mid_adult;64;30;94;;14;loyal
2754;69;Female;Gloves;Accessories;Rhode Island;M;Beige;Spring;3,6;average_rated;No;Next Day Air;No;PayPal;Quarterly;senior;59;48;107;;90;returning
2755;59;Female;Sunglasses;Accessories;New Jersey;L;Gold;Summer;3,6;average_rated;No;Free Shipping;No;Venmo;Bi-Weekly;senior;61;21;82;;14;loyal
2756;59;Female;Belt;Accessories;Nevada;M;Indigo;Winter;3,3;average_rated;No;Store Pickup;No;Credit Card;Annually;senior;97;18;115;;365;new
2757;42;Female;Hat;Accessories;Minnesota;L;Violet;Winter;4,1;highly_rated;No;Free Shipping;No;PayPal;Monthly;mid_adult;23;41;64;;30;loyal
2758;39;Female;Hat;Accessories;Delaware;XL;Brown;Fall;4,3;highly_rated;No;Next Day Air;No;Venmo;Monthly;mid_adult;98;11;109;;30;loyal
2759;32;Female;Blouse;Clothing;Illinois;M;Purple;Summer;3,2;average_rated;No;Standard;No;Bank Transfer;Bi-Weekly;early_adult;98;8;106;;14;loyal
2760;68;Female;Shoes;Footwear;Washington;M;Turquoise;Summer;3,9;average_rated;No;Free Shipping;No;Cash;Every 3 Months;senior;59;42;101;;90;returning
2761;41;Female;Skirt;Clothing;Alaska;S;Violet;Fall;5;top_rated;No;Next Day Air;No;Credit Card;Bi-Weekly;mid_adult;82;41;123;;14;loyal
2762;31;Female;Sneakers;Footwear;Michigan;M;Purple;Fall;3,4;average_rated;No;Next Day Air;No;Credit Card;Every 3 Months;early_adult;82;3;85;;90;returning
2763;58;Female;T-shirt;Clothing;Georgia;M;Charcoal;Fall;3,8;average_rated;No;Store Pickup;No;Debit Card;Every 3 Months;senior;41;10;51;;90;returning
2764;28;Female;Handbag;Accessories;West Virginia;M;Green;Fall;2,9;poorly_rated;No;2-Day Shipping;No;Venmo;Quarterly;early_adult;52;35;87;;90;returning
2765;63;Female;Sweater;Clothing;Arizona;XL;White;Spring;2,6;poorly_rated;No;Next Day Air;No;Debit Card;Weekly;senior;41;2;43;;7;loyal
2766;64;Female;Gloves;Accessories;Colorado;M;Purple;Summer;4,3;highly_rated;No;2-Day Shipping;No;Credit Card;Quarterly;senior;70;24;94;;90;returning
2767;66;Female;Dress;Clothing;Tennessee;M;Cyan;Winter;2,8;poorly_rated;No;Standard;No;Credit Card;Monthly;senior;91;47;138;;30;loyal
2768;31;Female;Dress;Clothing;Iowa;M;Green;Spring;4,5;top_rated;No;Free Shipping;No;Cash;Monthly;early_adult;95;31;126;;30;loyal
2769;55;Female;Blouse;Clothing;Kansas;M;Beige;Spring;3,8;average_rated;No;2-Day Shipping;No;PayPal;Bi-Weekly;senior;25;28;53;;14;loyal
2770;32;Female;Shirt;Clothing;Oklahoma;L;Lavender;Fall;3;average_rated;No;Standard;No;Cash;Weekly;early_adult;89;13;102;;7;loyal
2771;50;Female;Boots;Footwear;Nebraska;S;Blue;Fall;3,3;average_rated;No;Express;No;Bank Transfer;Quarterly;mid_adult;44;22;66;;90;returning
2772;58;Female;Jacket;Outerwear;Maryland;S;Beige;Summer;3,1;average_rated;No;2-Day Shipping;No;Bank Transfer;Fortnightly;senior;52;12;64;;14;loyal
2773;18;Female;Backpack;Accessories;Pennsylvania;L;Blue;Spring;3,5;average_rated;No;Store Pickup;No;Bank Transfer;Every 3 Months;young;94;10;104;;90;returning
2774;39;Female;Pants;Clothing;Arizona;S;Maroon;Spring;4,6;top_rated;No;Express;No;Bank Transfer;Quarterly;mid_adult;98;45;143;;90;returning
2775;56;Female;Boots;Footwear;Oklahoma;L;Yellow;Fall;4,1;highly_rated;No;Standard;No;Credit Card;Quarterly;senior;40;42;82;;90;returning
2776;37;Female;Socks;Clothing;Montana;L;Red;Fall;3,6;average_rated;No;Free Shipping;No;Debit Card;Weekly;mid_adult;25;16;41;;7;loyal
2777;46;Female;Scarf;Accessories;Wyoming;L;Green;Fall;2,9;poorly_rated;No;Free Shipping;No;Bank Transfer;Annually;mid_adult;62;6;68;;365;new
2778;52;Female;Blouse;Clothing;Idaho;M;Magenta;Fall;4,8;top_rated;No;Standard;No;Credit Card;Every 3 Months;senior;24;28;52;;90;returning
2779;70;Female;Belt;Accessories;Pennsylvania;L;Yellow;Spring;3,2;average_rated;No;Standard;No;Credit Card;Bi-Weekly;senior;57;24;81;;14;loyal
2780;61;Female;Sunglasses;Accessories;Montana;L;Blue;Winter;4,3;highly_rated;No;Express;No;Credit Card;Fortnightly;senior;66;14;80;;14;loyal
2781;33;Female;Boots;Footwear;Ohio;M;Charcoal;Winter;4,1;highly_rated;No;Next Day Air;No;PayPal;Fortnightly;early_adult;70;29;99;;14;loyal
2782;65;Female;Sandals;Footwear;Mississippi;M;Blue;Spring;4,6;top_rated;No;Standard;No;PayPal;Weekly;senior;39;33;72;;7;loyal
2783;41;Female;Gloves;Accessories;Idaho;S;Cyan;Spring;3,8;average_rated;No;Free Shipping;No;PayPal;Annually;mid_adult;34;30;64;;365;new
2784;19;Female;Skirt;Clothing;Virginia;M;Silver;Spring;4,5;top_rated;No;Next Day Air;No;Credit Card;Quarterly;young;38;26;64;;90;returning
2785;33;Female;Skirt;Clothing;Idaho;M;Black;Winter;3,1;average_rated;No;Express;No;PayPal;Every 3 Months;early_adult;70;12;82;;90;returning
2786;53;Female;Blouse;Clothing;Louisiana;S;Green;Summer;2,9;poorly_rated;No;Next Day Air;No;Bank Transfer;Monthly;senior;80;13;93;;30;loyal
2787;54;Female;Handbag;Accessories;Colorado;M;Violet;Spring;3,8;average_rated;No;Next Day Air;No;Debit Card;Every 3 Months;senior;51;41;92;;90;returning
2788;36;Female;Boots;Footwear;West Virginia;XL;Pink;Spring;4,1;highly_rated;No;Next Day Air;No;Venmo;Fortnightly;mid_adult;79;4;83;;14;loyal
2789;56;Female;Boots;Footwear;Rhode Island;M;Olive;Summer;3,1;average_rated;No;Free Shipping;No;Credit Card;Annually;senior;92;2;94;;365;new
2790;28;Female;Sweater;Clothing;North Carolina;L;Orange;Fall;5;top_rated;No;Express;No;Credit Card;Bi-Weekly;early_adult;85;28;113;;14;loyal
2791;34;Female;Socks;Clothing;Maine;M;Black;Spring;4,5;top_rated;No;Free Shipping;No;Debit Card;Annually;early_adult;63;24;87;;365;new
2792;43;Female;Gloves;Accessories;Iowa;M;Yellow;Fall;2,8;poorly_rated;No;Express;No;Venmo;Fortnightly;mid_adult;60;14;74;;14;loyal
2793;54;Female;Shorts;Clothing;Kentucky;L;Violet;Winter;3,2;average_rated;No;Express;No;Credit Card;Weekly;senior;44;11;55;;7;loyal
2794;37;Female;Boots;Footwear;Massachusetts;M;Silver;Spring;3,1;average_rated;No;Standard;No;Debit Card;Bi-Weekly;mid_adult;57;27;84;;14;loyal
2795;33;Female;Jacket;Outerwear;New York;M;Gold;Fall;3,3;average_rated;No;Standard;No;Cash;Fortnightly;early_adult;24;7;31;;14;loyal
2796;33;Female;Scarf;Accessories;Nebraska;M;Magenta;Winter;3,4;average_rated;No;Store Pickup;No;PayPal;Annually;early_adult;35;49;84;;365;new
2797;55;Female;Jacket;Outerwear;Oklahoma;M;Red;Winter;3,8;average_rated;No;Store Pickup;No;Cash;Annually;senior;73;21;94;;365;new
2798;63;Female;Jewelry;Accessories;Oklahoma;M;Green;Winter;3,5;average_rated;No;Express;No;Venmo;Every 3 Months;senior;42;10;52;;90;returning
2799;52;Female;Hoodie;Clothing;Rhode Island;XL;Red;Winter;4,8;top_rated;No;Store Pickup;No;PayPal;Weekly;senior;20;37;57;;7;loyal
2800;23;Female;T-shirt;Clothing;Maine;L;Pink;Spring;3,9;average_rated;No;Free Shipping;No;Bank Transfer;Every 3 Months;young;89;9;98;;90;returning
2801;70;Female;Shirt;Clothing;Arkansas;L;Violet;Fall;3,4;average_rated;No;Free Shipping;No;Cash;Bi-Weekly;senior;76;14;90;;14;loyal
2802;64;Female;Shirt;Clothing;New Mexico;M;Indigo;Winter;2,6;poorly_rated;No;Express;No;PayPal;Annually;senior;56;30;86;;365;new
2803;22;Female;Coat;Outerwear;Hawaii;L;Red;Fall;3,1;average_rated;No;Store Pickup;No;Credit Card;Fortnightly;young;100;42;142;;14;loyal
2804;46;Female;T-shirt;Clothing;Idaho;M;Violet;Winter;3,3;average_rated;No;Free Shipping;No;Bank Transfer;Monthly;mid_adult;44;31;75;;30;loyal
2805;65;Female;Hoodie;Clothing;South Carolina;M;Cyan;Spring;2,8;poorly_rated;No;Standard;No;Bank Transfer;Every 3 Months;senior;76;48;124;;90;returning
2806;18;Female;Sunglasses;Accessories;Nevada;S;Black;Fall;4,3;highly_rated;No;Standard;No;Cash;Quarterly;young;97;48;145;;90;returning
2807;45;Female;Blouse;Clothing;South Carolina;L;Purple;Spring;2,7;poorly_rated;No;Standard;No;Credit Card;Annually;mid_adult;39;50;89;;365;new
2808;56;Female;Hoodie;Clothing;Maryland;M;Charcoal;Spring;4,4;highly_rated;No;2-Day Shipping;No;Debit Card;Fortnightly;senior;100;10;110;;14;loyal
2809;49;Female;Skirt;Clothing;Tennessee;M;Beige;Spring;3,9;average_rated;No;Free Shipping;No;PayPal;Every 3 Months;mid_adult;62;45;107;;90;returning
2810;66;Female;Shorts;Clothing;Arkansas;XL;Teal;Summer;3;average_rated;No;Standard;No;Debit Card;Quarterly;senior;98;27;125;;90;returning
2811;27;Female;Jeans;Clothing;Arizona;M;Purple;Summer;4;highly_rated;No;Standard;No;Debit Card;Fortnightly;early_adult;31;10;41;;14;loyal
2812;69;Female;Jacket;Outerwear;Ohio;M;Blue;Fall;3,7;average_rated;No;Store Pickup;No;Credit Card;Quarterly;senior;89;19;108;;90;returning
2813;66;Female;Hoodie;Clothing;North Dakota;XL;Magenta;Fall;3,8;average_rated;No;Store Pickup;No;Credit Card;Every 3 Months;senior;91;1;92;;90;returning
2814;45;Female;Shirt;Clothing;Vermont;S;Maroon;Summer;3,3;average_rated;No;2-Day Shipping;No;Debit Card;Quarterly;mid_adult;50;39;89;;90;returning
2815;31;Female;T-shirt;Clothing;Minnesota;L;Gold;Winter;3,6;average_rated;No;Standard;No;Bank Transfer;Monthly;early_adult;32;14;46;;30;loyal
2816;33;Female;Blouse;Clothing;Idaho;L;Black;Fall;3,9;average_rated;No;Free Shipping;No;Venmo;Every 3 Months;early_adult;67;40;107;;90;returning
2817;43;Female;Skirt;Clothing;Maryland;M;Black;Spring;3,5;average_rated;No;Free Shipping;No;Venmo;Weekly;mid_adult;28;45;73;;7;loyal
2818;25;Female;Backpack;Accessories;South Carolina;XL;Yellow;Winter;3,4;average_rated;No;Standard;No;Venmo;Weekly;young;65;6;71;;7;loyal
2819;46;Female;Shorts;Clothing;California;M;Turquoise;Fall;4,7;top_rated;No;Next Day Air;No;Debit Card;Annually;mid_adult;73;12;85;;365;new
2820;67;Female;Shirt;Clothing;Georgia;L;Lavender;Spring;3;average_rated;No;Free Shipping;No;Cash;Monthly;senior;27;19;46;;30;loyal
2821;26;Female;Backpack;Accessories;Vermont;L;Yellow;Summer;3,9;average_rated;No;Free Shipping;No;Cash;Bi-Weekly;early_adult;89;5;94;;14;loyal
2822;35;Female;Shoes;Footwear;Georgia;L;Olive;Summer;4,5;top_rated;No;Standard;No;Venmo;Monthly;early_adult;72;37;109;;30;loyal
2823;61;Female;Skirt;Clothing;New Jersey;S;Brown;Fall;4,1;highly_rated;No;Standard;No;PayPal;Quarterly;senior;37;33;70;;90;returning
2824;26;Female;Dress;Clothing;Utah;M;Olive;Summer;4,5;top_rated;No;Standard;No;Debit Card;Bi-Weekly;early_adult;63;47;110;;14;loyal
2825;39;Female;Hat;Accessories;Utah;M;Purple;Fall;4;highly_rated;No;Free Shipping;No;Debit Card;Quarterly;mid_adult;90;49;139;;90;returning
2826;69;Female;Handbag;Accessories;North Carolina;M;Yellow;Winter;4,3;highly_rated;No;2-Day Shipping;No;Bank Transfer;Annually;senior;62;28;90;;365;new
2827;32;Female;Handbag;Accessories;Florida;L;Brown;Fall;3,6;average_rated;No;Express;No;Venmo;Annually;early_adult;43;23;66;;365;new
2828;20;Female;Blouse;Clothing;Wisconsin;M;Magenta;Fall;3,1;average_rated;No;Next Day Air;No;Bank Transfer;Bi-Weekly;young;96;11;107;;14;loyal
2829;25;Female;Scarf;Accessories;Tennessee;L;Lavender;Fall;2,6;poorly_rated;No;Standard;No;PayPal;Quarterly;young;83;33;116;;90;returning
2830;56;Female;Jewelry;Accessories;Arizona;XL;Teal;Fall;3,4;average_rated;No;Next Day Air;No;Cash;Weekly;senior;67;47;114;;7;loyal
2831;63;Female;Skirt;Clothing;Oregon;L;Cyan;Spring;2,9;poorly_rated;No;Store Pickup;No;Venmo;Every 3 Months;senior;90;13;103;;90;returning
2832;34;Female;Hoodie;Clothing;Virginia;L;Pink;Winter;5;top_rated;No;Express;No;Credit Card;Weekly;early_adult;53;4;57;;7;loyal
2833;29;Female;Scarf;Accessories;Maryland;M;Magenta;Summer;4,6;top_rated;No;Standard;No;PayPal;Quarterly;early_adult;37;40;77;;90;returning
2834;43;Female;Jeans;Clothing;Arkansas;M;Teal;Fall;3,3;average_rated;No;Free Shipping;No;Cash;Monthly;mid_adult;56;19;75;;30;loyal
2835;39;Female;Jacket;Outerwear;Texas;M;Indigo;Fall;2,9;poorly_rated;No;2-Day Shipping;No;Credit Card;Weekly;mid_adult;43;17;60;;7;loyal
2836;33;Female;T-shirt;Clothing;Vermont;S;Pink;Winter;4,9;top_rated;No;Free Shipping;No;Venmo;Annually;early_adult;84;7;91;;365;new
2837;51;Female;Pants;Clothing;Wyoming;M;Charcoal;Winter;5;top_rated;No;2-Day Shipping;No;Cash;Bi-Weekly;senior;50;21;71;;14;loyal
2838;65;Female;Shoes;Footwear;Alabama;M;Brown;Summer;4,5;top_rated;No;Express;No;PayPal;Weekly;senior;88;44;132;;7;loyal
2839;51;Female;Jacket;Outerwear;Maine;M;Blue;Fall;3,7;average_rated;No;Free Shipping;No;Bank Transfer;Weekly;senior;50;2;52;;7;loyal
2840;70;Female;Scarf;Accessories;South Dakota;L;Teal;Summer;2,8;poorly_rated;No;Store Pickup;No;Bank Transfer;Monthly;senior;80;30;110;;30;loyal
2841;40;Female;T-shirt;Clothing;West Virginia;L;Pink;Spring;3,5;average_rated;No;Store Pickup;No;Cash;Annually;mid_adult;47;41;88;;365;new
2842;19;Female;Dress;Clothing;Ohio;XL;Magenta;Winter;3;average_rated;No;2-Day Shipping;No;Cash;Weekly;young;33;31;64;;7;loyal
2843;28;Female;Coat;Outerwear;Arizona;L;Green;Fall;4,3;highly_rated;No;Standard;No;Debit Card;Quarterly;early_adult;100;48;148;;90;returning
2844;51;Female;Sweater;Clothing;Ohio;M;White;Summer;3,6;average_rated;No;Store Pickup;No;Venmo;Weekly;senior;26;41;67;;7;loyal
2845;32;Female;Hat;Accessories;New Mexico;M;Indigo;Summer;4,4;highly_rated;No;Standard;No;Venmo;Annually;early_adult;79;42;121;;365;new
2846;26;Female;Backpack;Accessories;South Dakota;L;Lavender;Summer;4,1;highly_rated;No;Express;No;Debit Card;Every 3 Months;early_adult;77;39;116;;90;returning
2847;50;Female;Socks;Clothing;Oklahoma;XL;Black;Fall;2,8;poorly_rated;No;Next Day Air;No;PayPal;Bi-Weekly;mid_adult;36;15;51;;14;loyal
2848;68;Female;Jewelry;Accessories;Connecticut;L;Charcoal;Winter;2,8;poorly_rated;No;Free Shipping;No;PayPal;Every 3 Months;senior;21;3;24;;90;returning
2849;33;Female;Boots;Footwear;Wisconsin;L;Gray;Fall;4,9;top_rated;No;Store Pickup;No;Bank Transfer;Quarterly;early_adult;72;28;100;;90;returning
2850;56;Female;Coat;Outerwear;New Hampshire;M;Gold;Spring;4,1;highly_rated;No;Express;No;PayPal;Bi-Weekly;senior;25;27;52;;14;loyal
2851;57;Female;Sweater;Clothing;Nebraska;M;Silver;Spring;3;average_rated;No;Store Pickup;No;Debit Card;Annually;senior;79;36;115;;365;new
2852;58;Female;Blouse;Clothing;Nevada;L;Teal;Summer;3;average_rated;No;Store Pickup;No;Debit Card;Monthly;senior;73;42;115;;30;loyal
2853;40;Female;Belt;Accessories;New York;M;Magenta;Spring;3;average_rated;No;Store Pickup;No;Venmo;Weekly;mid_adult;71;30;101;;7;loyal
2854;37;Female;Hat;Accessories;Pennsylvania;M;Magenta;Winter;3,2;average_rated;No;Next Day Air;No;PayPal;Weekly;mid_adult;48;9;57;;7;loyal
2855;36;Female;Sandals;Footwear;Delaware;M;Beige;Fall;2,7;poorly_rated;No;Store Pickup;No;Venmo;Monthly;mid_adult;28;25;53;;30;loyal
2856;29;Female;Boots;Footwear;Mississippi;S;Maroon;Winter;3,8;average_rated;No;2-Day Shipping;No;PayPal;Quarterly;early_adult;95;33;128;;90;returning
2857;65;Female;Jacket;Outerwear;Iowa;M;Indigo;Winter;3,5;average_rated;No;2-Day Shipping;No;Credit Card;Monthly;senior;48;31;79;;30;loyal
2858;44;Female;Dress;Clothing;Utah;S;Maroon;Spring;3,8;average_rated;No;Next Day Air;No;Debit Card;Monthly;mid_adult;93;35;128;;30;loyal
2859;34;Female;Jeans;Clothing;Maryland;L;Teal;Summer;3,8;average_rated;No;2-Day Shipping;No;Bank Transfer;Monthly;early_adult;87;46;133;;30;loyal
2860;31;Female;Shorts;Clothing;Utah;L;Yellow;Fall;3,4;average_rated;No;Express;No;Bank Transfer;Annually;early_adult;32;29;61;;365;new
2861;28;Female;Shirt;Clothing;Rhode Island;M;Gold;Spring;2,9;poorly_rated;No;Next Day Air;No;Bank Transfer;Weekly;early_adult;38;49;87;;7;loyal
2862;66;Female;Coat;Outerwear;Maryland;M;Teal;Fall;3,4;average_rated;No;Free Shipping;No;Credit Card;Monthly;senior;54;27;81;;30;loyal
2863;68;Female;Coat;Outerwear;Hawaii;S;Violet;Summer;4,7;top_rated;No;Store Pickup;No;Bank Transfer;Every 3 Months;senior;75;5;80;;90;returning
2864;37;Female;T-shirt;Clothing;Connecticut;M;Yellow;Fall;3,9;average_rated;No;2-Day Shipping;No;Venmo;Monthly;mid_adult;56;18;74;;30;loyal
2865;58;Female;Sweater;Clothing;Illinois;S;Maroon;Fall;3,6;average_rated;No;Store Pickup;No;Venmo;Weekly;senior;43;31;74;;7;loyal
2866;28;Female;Skirt;Clothing;California;M;Silver;Fall;3,7;average_rated;No;Free Shipping;No;Cash;Fortnightly;early_adult;97;27;124;;14;loyal
2867;54;Female;Blouse;Clothing;Connecticut;S;Violet;Summer;3,1;average_rated;No;Free Shipping;No;Cash;Annually;senior;75;19;94;;365;new
2868;21;Female;Sneakers;Footwear;Colorado;L;White;Summer;4,9;top_rated;No;Next Day Air;No;Cash;Fortnightly;young;55;33;88;;14;loyal
2869;45;Female;Backpack;Accessories;Colorado;M;Black;Winter;2,6;poorly_rated;No;Next Day Air;No;PayPal;Every 3 Months;mid_adult;49;42;91;;90;returning
